Model,Developer,Release date,Android version at release,Ref.
Meizu M3x,Meizu,2016/11,"Android 6.0 ""Marshmallow""",[306]
Meizu PRO 6 Plus,Meizu,2016/11,"Android 6.0 ""Marshmallow""",[307]
Meizu M5 Note,Meizu,2016/12,"Android 6.0 ""Marshmallow""",[308]
Meizu M5s,Meizu,2017/02,"Android 6.0 ""Marshmallow""",[309]
Meizu E2,Meizu,2017/04,"Android 7.0 ""Nougat""",[310]
Meizu M5c,Meizu,2017/05,"Android 6.0 ""Marshmallow""",[311]
Meizu PRO 7/Plus,Meizu,2017/07,"Android 7.0 ""Nougat""",[312][313]
Meizu M6 Note,Meizu,2017/08,"Android 7.0 ""Nougat""",[314]
Meizu M6,Meizu,2017/09,"Android 7.0 ""Nougat""",[315]
Meizu M6s,Meizu,2018/01,"Android 7.0 ""Nougat""",[316]
Meizu E3,Meizu,2018/03,"Android 7.0 ""Nougat""",[317]
Meizu 15/Pro/Lite,Meizu,2018/04,"Android 7.0 ""Nougat""",[318][319][320]
Meizu M8c,Meizu,2018/05,"Android 7.0 ""Nougat""",[321]
Meizu M6T,Meizu,2018/05,"Android 7.0 ""Nougat""",[322]
Meizu 16th/Plus,Meizu,2018/08,"Android 8.0 ""Oreo""",[323][324]
Meizu 16X,Meizu,2018/09,"Android 8.0 ""Oreo""",[325]
Meizu V8/Pro,Meizu,2018/09,"Android 8.0 ""Oreo""",[326][327]
Meizu X8,Meizu,2018/09,"Android 8.0 ""Oreo""",[328]
Meizu Note 8,Meizu,2018/10,"Android 8.0 ""Oreo""",[329]
Meizu C9/Pro,Meizu,2018/12,"Android 8.0 ""Oreo""",[330]
Meizu Note 9,Meizu,2019/03,"Android 9.0 ""Pie""",[331]
Meizu M10,Meizu,2019/09,"Android 9.0 ""Pie""",[332]
Meizu 16s,Meizu,2019/04,"Android 9.0 ""Pie""",[333]
Meizu 16Xs,Meizu,2019/05,"Android 9.0 ""Pie""",[334]
Meizu 16s Pro,Meizu,2019/08,"Android 9.0 ""Pie""",[335]
Meizu 16T,Meizu,2019/10,"Android 9.0 ""Pie""",[336]
Meizu 17/Pro,Meizu,2020/05,Android 10,[337][338]
Motorola Cliq,Motorola,2009/10,"Android 1.5 ""Cupcake""",[339]
Motorola Droid,Motorola,2009/11,"Android 2.0 ""Eclair""",[340]
Motorola Backflip,Motorola,2010/03,"Android 1.5 ""Cupcake""",[341]
Motorola Flipout,Motorola,2010/06,"Android 2.0 ""Eclair""",[342]
Motorola Droid X,Motorola,2010/07,"Android 2.0 ""Eclair""",[343]
Motorola Charm,Motorola,2010/08,"Android 2.0 ""Eclair""",[344]
Motorola Droid 2,Motorola,2010/08,"Android 2.2 ""Froyo""",[345]
Motorola Defy,Motorola,2010/10,"Android 2.0 ""Eclair""",[346]
Motorola Droid Pro,Motorola,2010/11,"Android 2.2 ""Froyo""",[347]
Motorola Atrix 4G,Motorola Mobility,2011/02,"Android 2.3 ""Gingerbread""",[348]
Motorola Droid 3,Motorola Mobility,2011/07,"Android 2.3 ""Gingerbread""",[349]
Motorola Droid Bionic,Motorola Mobility,2011/09,"Android 2.3 ""Gingerbread""",[350]
Motorola Atrix 2,Motorola Mobility,2011/10,"Android 2.3 ""Gingerbread""",[351]
Motorola Droid Razr,Motorola Mobility,2011/11,"Android 2.3 ""Gingerbread""",[352]
Motorola Droid 4,Motorola Mobility,2012/02,"Android 2.3 ""Gingerbread""",[353]
Motorola Atrix HD,Motorola Mobility,2012/07,"Android 4.0 ""Ice Cream Sandwich""",[354]
Motorola Photon Q,Motorola Mobility,2012/08,"Android 4.0 ""Ice Cream Sandwich""",[355]
Motorola Droid Razr M,Motorola Mobility,2012/09,"Android 4.0 ""Ice Cream Sandwich""",[356]
Motorola Droid Razr HD,Motorola Mobility,2012/10,"Android 4.0 ""Ice Cream Sandwich""",[357]
Motorola Droid Maxx,Motorola Mobility,2013/08,"Android 4.1 ""Jelly Bean""",[358]
Motorola Droid Mini,Motorola Mobility,2013/08,"Android 4.1 ""Jelly Bean""",[359]
Moto X (1st generation),Motorola Mobility,2013/08,"Android 4.1 ""Jelly Bean""",[360]
Moto G (1st generation),Motorola Mobility,2013/11,"Android 4.1 ""Jelly Bean""",[361]
Moto E (1st generation),Motorola Mobility,2014/05,"Android 4.4 ""KitKat""",[362]
Moto G (2nd generation),Motorola Mobility,2014/09,"Android 4.4 ""KitKat""",[363]
Moto X (2nd generation),Motorola Mobility,2014/09,"Android 4.4 ""KitKat""",[364]
Motorola Droid Turbo,Motorola Mobility,2014/10,"Android 4.4 ""KitKat""",[365]
Moto E (2nd generation),Motorola Mobility,2015/02,"Android 5.0 ""Lollipop""",[366]
Moto G (3rd generation),Motorola Mobility,2015/07,"Android 5.0 ""Lollipop""",[367]
Moto X Play,Motorola Mobility,2015/07,"Android 5.0 ""Lollipop""",[368]
Moto X Style,Motorola Mobility,2015/09,"Android 5.0 ""Lollipop""",[369]
Moto G4,Motorola Mobility,2016/05,"Android 6.0 ""Marshmallow""",[370]
Moto E3,Motorola Mobility,2016/07,"Android 6.0 ""Marshmallow""",[371]
Moto Z,Motorola Mobility,2016/09,"Android 6.0 ""Marshmallow""",[372]
Moto Z Play,Motorola Mobility,2016/09,"Android 6.0 ""Marshmallow""",[373]
Moto G5,Motorola Mobility,2017/03,"Android 7.0 ""Nougat""",[370]
Moto C,Motorola Mobility,2017/05,"Android 7.0 ""Nougat""",[374]
Moto E4,Motorola Mobility,2017/06,"Android 7.0 ""Nougat""",[375]
Moto Z2 Play,Motorola Mobility,2017/06,"Android 7.0 ""Nougat""",[376]
Moto Z2 Force,Motorola Mobility,2017/08,"Android 7.0 ""Nougat""",[377]
Moto X4,Motorola Mobility,2017/09,"Android 7.0 ""Nougat""",[378]
Moto E5,Motorola Mobility,2018/05,"Android 8.0 ""Oreo""",[379]
Moto G6,Motorola Mobility,2018/05,"Android 8.0 ""Oreo""",[370]
Moto Z3 Play,Motorola Mobility,2018/06,"Android 8.0 ""Oreo""",[380]
Moto Z3,Motorola Mobility,2018/08,"Android 8.0 ""Oreo""",[381]
Motorola One/One Power,Motorola Mobility,2018/10,"Android 8.0 ""Oreo""",[382][383]
Moto G7,Motorola Mobility,2019/03,"Android 9.0 ""Pie""",[370]
Motorola One Vision,Motorola Mobility,2019/06,"Android 9.0 ""Pie""",[384]
Moto Z4,Motorola Mobility,2019/06,"Android 9.0 ""Pie""",[385]
Motorola One Zoom,Motorola Mobility,2019/09,"Android 9.0 ""Pie""",[386]
Moto G8 Plus,Motorola Mobility,2019/10,"Android 9.0 ""Pie""",[370]
Motorola One Macro,Motorola Mobility,2019/10,"Android 9.0 ""Pie""",[387]
Motorola One Action,Motorola Mobility,2019/10,"Android 9.0 ""Pie""",[388]
Motorola Razr (2020),Motorola Mobility,2019/11,"Android 9.0 ""Pie""",[389]
Motorola One Hyper,Motorola Mobility,2020/01,Android 10,[390]
Moto G8 Power,Motorola Mobility,2020/02,Android 10,[370]
Moto G Power/Stylus,Motorola Mobility,2020/02,Android 10,[370]
Moto G8,Motorola Mobility,2020/03,Android 10,[370]
Moto E6s (2020),Motorola Mobility,2020/03,"Android 9.0 ""Pie""",[391]
Moto G8 Power Lite,Motorola Mobility,2020/04,"Android 9.0 ""Pie""",[392]
Motorola Edge/Edge+,Motorola Mobility,2020/05,Android 10,[393][394]
Moto G Pro,Motorola Mobility,2020/05,Android 10,[395]
Moto E (2020),Motorola Mobility,2020/06,Android 10,[396]
Moto G Fast,Motorola Mobility,2020/06,Android 10,[370]
Motorola One Fusion+,Motorola Mobility,2020/06,Android 10,[397]
Motorola One Fusion,Motorola Mobility,2020/07,Android 10,[398]
Moto G 5G Plus,Motorola Mobility,2020/07,Android 10,[399]
Moto G9 Play,Motorola Mobility,2020/08,Android 10,[400]
Moto G9 Plus,Motorola Mobility,2020/09,Android 10,[401]
Moto E7 Plus,Motorola Mobility,2020/09,Android 10,[402]
Motorola Razr (5G),Motorola Mobility,2020/09,Android 10,[403]

Model,Developer,Release date,Android version at release,Ref.
Nextbit Robin,Nextbit,2016/02,"Android 5.0 ""Lollipop""",[404]
Nexus One,HTC/Google,2010/01,"Android 2.0 ""Eclair""",[405]
Nexus S,Samsung Electronics/Google,2010/12,"Android 2.3 ""Gingerbread""",[406]
Galaxy Nexus,Samsung Electronics/Google,2011/11,"Android 4.0 ""Ice Cream Sandwich""",[407]
Nexus 4,LG Electronics/Google,2012/11,"Android 4.1 ""Jelly Bean""",[408]
Nexus 5,LG Electronics/Google,2013/10,"Android 4.4 ""KitKat""",[409]
Nexus 6,Motorola Mobility/Google,2014/11,"Android 5.0 ""Lollipop""",[410]
Nexus 5X,LG Electronics/Google,2015/09,"Android 6.0 ""Marshmallow""",[411]
Nexus 6P,Huawei/Google,2015/09,"Android 6.0 ""Marshmallow""",[412]
Nokia X,Nokia,2014/02,"Android 4.1 ""Jelly Bean""",[413]
Nokia XL,Microsoft Mobile,2014/05,"Android 4.1 ""Jelly Bean""",[414]
Nokia X2,Microsoft Mobile,2014/06,"Android 4.1 ""Jelly Bean""",[413]
Nokia 6,HMD Global,2017/01,"Android 7.0 ""Nougat""",[415]
Nokia 3,HMD Global,2017/06,"Android 7.0 ""Nougat""",[416]
Nokia 5,HMD Global,2017/07,"Android 7.0 ""Nougat""",[417]
Nokia 7,HMD Global,2017/10,"Android 7.0 ""Nougat""",[418]
Nokia 8,HMD Global,2017/10,"Android 7.0 ""Nougat""",[419]
Nokia 2,HMD Global,2017/11,"Android 7.0 ""Nougat""",[420]
Nokia 7 Plus,HMD Global,2018/03,"Android 8.0 ""Oreo""",[421]
Nokia 1,HMD Global,2018/04,"Android 8.0 ""Oreo""",[422]
Nokia 6.1,HMD Global,2018/04,"Android 8.0 ""Oreo""",[423]
Nokia 8 Sirocco,HMD Global,2018/04,"Android 8.0 ""Oreo""",[424]
Nokia 3.1,HMD Global,2018/05,"Android 8.0 ""Oreo""",[425]
Nokia 5.1 Plus,HMD Global,2018/07,"Android 8.0 ""Oreo""",[426]
Nokia 2.1,HMD Global,2018/08,"Android 8.0 ""Oreo""",[427]
Nokia 5.1,HMD Global,2018/08,"Android 8.0 ""Oreo""",[428]
Nokia 6.1 Plus,HMD Global,2018/08,"Android 8.0 ""Oreo""",[429]
Nokia 3.1 Plus,HMD Global,2018/10,"Android 8.0 ""Oreo""",[430]
Nokia 7.1,HMD Global,2018/10,"Android 8.0 ""Oreo""",[431]
Nokia 8.1,HMD Global,2018/12,"Android 9.0 ""Pie""",[432]
Nokia 9 PureView,HMD Global,2019/02,"Android 9.0 ""Pie""",[433]
Nokia 1 Plus,HMD Global,2019/03,"Android 9.0 ""Pie""",[434]
Nokia 4.2,HMD Global,2019/04,"Android 9.0 ""Pie""",[435]
Nokia 3.2,HMD Global,2019/05,"Android 9.0 ""Pie""",[436]
Nokia 2.2,HMD Global,2019/06,"Android 9.0 ""Pie""",[437]
Nokia 6.2,HMD Global,2019/09,"Android 9.0 ""Pie""",[438]
Nokia 7.2,HMD Global,2019/09,"Android 9.0 ""Pie""",[439]
Nokia 2.3,HMD Global,2019/12,"Android 9.0 ""Pie""",[440]
Nokia C1,HMD Global,2019/12,"Android 9.0 ""Pie""",[441]
Nokia C2,HMD Global,2020/03,"Android 9.0 ""Pie""",[442]
Nokia 1.3,HMD Global,2020/04,Android 10,[443]
Nokia 5.3,HMD Global,2020/04,Android 10,[444]
Nokia 8.3 5G,HMD Global,2020/10,Android 10,[445]

Model,Developer,Release date,Android version at release,Ref.
OnePlus One,OnePlus,2014/04,"Android 4.4 ""KitKat""",[446]
OnePlus 2,OnePlus,2015/07,"Android 5.0 ""Lollipop""",[447]
OnePlus X,OnePlus,2015/10,"Android 5.0 ""Lollipop""",[448]
OnePlus 3,OnePlus,2016/06,"Android 6.0 ""Marshmallow""",[449]
OnePlus 3T,OnePlus,2016/11,"Android 6.0 ""Marshmallow""",[450]
OnePlus 5,OnePlus,2017/06,"Android 7.0 ""Nougat""",[451]
OnePlus 5T,OnePlus,2017/11,"Android 7.0 ""Nougat""",[452]
OnePlus 6,OnePlus,2018/04,"Android 8.0 ""Oreo""",[453]
OnePlus 6T,OnePlus,2018/11,"Android 9.0 ""Pie""",[454]
OnePlus 7,OnePlus,2019/05,"Android 9.0 ""Pie""",[455]
OnePlus 7 Pro,OnePlus,2019/05,"Android 9.0 ""Pie""",[456]
OnePlus 7T,OnePlus,2019/10,Android 10,[457]
OnePlus 7T Pro,OnePlus,2019/10,Android 10,[458]
OnePlus 8,OnePlus,2020/04,Android 10,[459]
OnePlus 8 Pro,OnePlus,2020/04,Android 10,[460]
OnePlus Nord,OnePlus,2020/08,Android 10,[461]
Oppo Find,Oppo,2012/06,"Android 4.0 ""Ice Cream Sandwich""",[462]
Oppo Find 5,Oppo,2012/12,"Android 4.1 ""Jelly Bean""",[463]
Oppo N1,Oppo,2013/12,"Android 4.1 ""Jelly Bean""",[464]
Oppo Find 5 Mini,Oppo,2014/01,"Android 4.1 ""Jelly Bean""",[465]
Oppo Find 7/7a,Oppo,2014/03,"Android 4.1 ""Jelly Bean""",[466][467]
Oppo N1 mini,Oppo,2014/08,"Android 4.1 ""Jelly Bean""",[468]
Oppo N3,Oppo,2014/10,"Android 4.4 ""KitKat""",[468]
Oppo R7,Oppo,2015/05,"Android 4.4 ""KitKat""",[469]
Oppo F1,Oppo,2016/01,"Android 5.0 ""Lollipop""",[470]
Oppo R11,Oppo,2017/06,"Android 7.0 ""Nougat""",[471]
Oppo F7,Oppo,2018/04,"Android 8.0 ""Oreo""",[472]
Oppo R15 Pro,Oppo,2018/04,"Android 8.0 ""Oreo""",[473]
Oppo Find X,Oppo,2018/07,"Android 8.0 ""Oreo""",[474]
Oppo F9,Oppo,2018/08,"Android 8.0 ""Oreo""",[475]
Oppo R17,Oppo,2018/09,"Android 8.0 ""Oreo""",[476]
Oppo Reno,Oppo,2019/04,"Android 9.0 ""Pie""",[477]
Oppo Reno2,Oppo,2019/09,"Android 9.0 ""Pie""",[478]
Oppo A9 (2020),Oppo,2019/09,"Android 9.0 ""Pie""",[479]
Oppo Find X2/Pro,Oppo,2020/03,Android 10,[480][481]

Model,Developer,Release date,Android version at release,Ref.
Panasonic P100,Panasonic,2018/02,"Android 7.0 ""Nougat""",[482]
Pixel/XL,Google,2016/10,"Android 7.0 ""Nougat""",[483]
Pixel 2/XL,Google,2017/10,"Android 8.0 ""Oreo""",[483]
Pixel 3/XL,Google,2018/10,"Android 9.0 ""Pie""",[483]
Pixel 3a/XL,Google,2019/03,"Android 9.0 ""Pie""",[483]
Pixel 4/XL,Google,2019/10,Android 10,[483]
Pixel 4a,Google,2020/08,Android 10,[483]

Model,Developer,Release date,Android version at release,Ref.
Razer Phone,Razer Inc.,2017/11,"Android 7.0 ""Nougat""",[484]
Razer Phone 2,Razer Inc.,2018/10,"Android 8.0 ""Oreo""",[485]
Realme 1,Realme,2018/05,"Android 8.0 ""Oreo""",[486][487]
Realme 2,Realme,2018/09,"Android 8.0 ""Oreo""",[488][489]
Realme C1,Realme,2018/10,"Android 8.0 ""Oreo""",[490]
Realme 2 Pro,Realme,2018/10,"Android 8.0 ""Oreo""",[491]
Realme U1,Realme,2018/12,"Android 8.0 ""Oreo""",[492]
Realme 3,Realme,2019/03,"Android 9.0 ""Pie""",[493]
Realme C2,[[Realme,2019/05,"Android 9.0 ""Pie""",[494]
Realme 3 Pro,Realme,2019/05,"Android 9.0 ""Pie""",[495]
Realme X,Realme,2019/07,"Android 9.0 ""Pie""",[496]
Realme 3i,Realme,2019/07,"Android 9.0 ""Pie""",[497]
Realme 5,Realme,2019/08,"Android 9.0 ""Pie""",[498]
Realme 5 Pro,Realme,2019/09,"Android 9.0 ""Pie""",[499]
Realme XT,Realme,2019/09,"Android 9.0 ""Pie""",[500]
Realme X2,Realme,2019/09,"Android 9.0 ""Pie""",[501]
Realme X2 Pro,Realme,2019/10,"Android 9.0 ""Pie""",[502]
Realme 5i,Realme,2020/01,"Android 9.0 ""Pie""",[503]
Realme X50,Realme,2020/01,Android 10,[504]
Realme C3,Realme,2020/02,Android 10,[505]
Realme X50 Pro,Realme,2020/03,Android 10,[506]
Realme 6,Realme,2020/03,Android 10,[507]
Realme 6 Pro,Realme,2020/03,Android 10,[508]
Realme 6i,Realme,2020/03,Android 10,[509]
Realme X50 Pro Player,Realme,2020/06,Android 10,[510]
Realme X3 SuperZoom,Realme,2020/06,Android 10,[511]
Realme Narzo,Realme,2020/06,Android 10,[512]
Realme C3i,Realme,2020/06,Android 10,[513]
Realme X3,Realme,2020/06,Android 10,[511]
Realme C11,Realme,2020/06,Android 10,[514]
Realme C15,Realme,2020/07,Android 10,[515]
Realme V5,Realme,2020/08,Android 10,[516]
Realme C12,Realme,2020/08,Android 10,[517]
Redmi 1,Xiaomi,2013/08,"Android 4.1 ""Jelly Bean""",[518]
Redmi 1S,Xiaomi,2014/02,"Android 4.1 ""Jelly Bean""",[519]
Redmi Note (3G),Xiaomi,2014/03,"Android 4.1 ""Jelly Bean""",[520]
Redmi Note 4G,Xiaomi,2014/08,"Android 4.1 ""Jelly Bean""",[521]
Redmi Note Prime,Xiaomi,2014/12,"Android 4.4 ""KitKat""",[522]
Redmi 2,Xiaomi,2015/01,"Android 4.4 ""KitKat""",[523]
Redmi 2A,Xiaomi,2015/04,"Android 4.4 ""KitKat""",[524]
Redmi 2 Prime,Xiaomi,2015/08,"Android 4.4 ""KitKat""",[525]
Redmi Note 2,Xiaomi,2015/08,"Android 5.0 ""Lollipop""",[526]
Redmi 2 Pro,Xiaomi,2015/10,"Android 4.4 ""KitKat""",[527]
Redmi Note 3 (MTK),Xiaomi,2015/11,"Android 5.0 ""Lollipop""",[528]
Redmi 3,Xiaomi,2016/01,"Android 5.0 ""Lollipop""",[529]
Redmi Note 3/Pro,Xiaomi,2016/03,"Android 5.0 ""Lollipop""",[530]
Redmi 3 Pro,Xiaomi,2016/04,"Android 5.0 ""Lollipop""",[531]
Redmi 3S,Xiaomi,2016/06,"Android 5.0 ""Lollipop""",[532][533]
Redmi 3X,Xiaomi,2016/07,"Android 5.0 ""Lollipop""",[533]
Redmi 3S Prime,Xiaomi,2016/08,"Android 5.0 ""Lollipop""",[534]
Redmi Pro,Xiaomi,2016/08,"Android 7.0 ""Nougat""",[535]
Redmi Note 4 (MTK),Xiaomi,2016/08,"Android 6.0 ""Marshmallow""",[536]
Redmi 4/Pro/Prime,Xiaomi,2016/08,"Android 6.0 ""Marshmallow""",[537][538]
Redmi 4A,Xiaomi,2016/11,"Android 6.0 ""Marshmallow""",[539]
Redmi Note 4/4X,Xiaomi,2017/01,"Android 6.0 ""Marshmallow""",[540]
Redmi 4X,Xiaomi,2017/02,"Android 6.0 ""Marshmallow""",[541]
Redmi Note 5A/Prime,Xiaomi,2017/09,"Android 7.0 ""Nougat""",[542][543]
Redmi 5A,Xiaomi,2017/10,"Android 7.0 ""Nougat""",[544]
Redmi 5/5 Plus,Xiaomi,2017/12,"Android 7.0 ""Nougat""",[545][546]
Redmi Note 5 Pro,Xiaomi,2018/02,"Android 7.0 ""Nougat""",[547]
Redmi Note 5,Xiaomi,2018/03,"Android 8.0 ""Oreo""",[548]
Redmi S2/Y2,Xiaomi,2018/05,"Android 8.0 ""Oreo""",[549]
Redmi 6/6A/6 Pro,Xiaomi,2018/06,"Android 8.0 ""Oreo""",[550][551][552]
Redmi Note 6 Pro,Xiaomi,2018/10,"Android 8.0 ""Oreo""",[553]
Redmi Note 7,Xiaomi,2019/02,"Android 9.0 ""Pie""",[554]
Redmi Go,Xiaomi,2019/02,"Android 8.0 ""Oreo""",[555]
Redmi Note 7 Pro,Xiaomi,2019/03,"Android 9.0 ""Pie""",[556]
Redmi 7,Xiaomi,2019/03,"Android 9.0 ""Pie""",[557]
Redmi Y3,Xiaomi,2019/04,"Android 9.0 ""Pie""",[558]
Redmi 7A,Xiaomi,2019/05,"Android 9.0 ""Pie""",[559]
Redmi K20/Pro,Xiaomi,2019/06,"Android 9.0 ""Pie""",[560][561]
Redmi Note 8/Pro,Xiaomi,2019/09,"Android 9.0 ""Pie""",[562][563]
Redmi 8A,Xiaomi,2019/09,"Android 9.0 ""Pie""",[564]
Redmi 8,Xiaomi,2019/10,"Android 9.0 ""Pie""",[565]
Redmi Note 8T,Xiaomi,2019/11,"Android 9.0 ""Pie""",[566]
Redmi K30/5G,Xiaomi,2019/12,Android 10,[567][568]
Redmi 8A Dual,Xiaomi,2019/02,"Android 9.0 ""Pie""",[569]
Redmi Note 9 Pro (India)/Pro Max/9S,Xiaomi,2020/03,Android 10,[570][571][572]
Redmi K30 Pro/Pro Zoom,Xiaomi,2020/03,Android 10,[573][574]
Redmi Note 9/Pro (Global),Xiaomi,2020/05,Android 10,[575][576]
Redmi 10X/Pro,Xiaomi,2020/06,Android 10,[577][578][579]
Redmi 9,Xiaomi,2020/06,Android 10,[580]
Redmi 9A,Xiaomi,2020/07,Android 10,[581]
Redmi 9C,Xiaomi,2020/08,Android 10,[582]
Redmi 9 Prime,Xiaomi,2020/08,Android 10,[583]
Redmi K30 Ultra,Xiaomi,2020/08,Android 10,[584]

Model,Developer,Release date,Android version at release,Ref.
Samsung Galaxy,Samsung Electronics,2009/04,"Android 1.5 ""Cupcake""",[585]
Samsung Galaxy S1,Samsung Electronics,2010/06,"Android 2.0 ""Eclair""",[586]
Samsung Galaxy S2,Samsung Electronics,2011/04,"Android 2.3 ""Gingerbread""",[587]
Samsung Galaxy Note,Samsung Electronics,2011/10,"Android 2.3 ""Gingerbread""",[588]
Samsung Galaxy S3,Samsung Electronics,2012/05,"Android 4.0 ""Ice Cream Sandwich""",[589]
Samsung Galaxy Note 2,Samsung Electronics,2012/09,"Android 4.0 ""Ice Cream Sandwich""",[590]
Samsung Galaxy S4,Samsung Electronics,2013/04,"Android 4.1 ""Jelly Bean""",[591]
Samsung Galaxy S4 Zoom,Samsung Electronics,2013/07,"Android 4.1 ""Jelly Bean""",[592]
Samsung Galaxy Note 3,Samsung Electronics,2013/09,"Android 4.1 ""Jelly Bean""",[593]
